id,employer_id,benefit_policy_id,policy_number,parent_id,active,updated_at,updated_by
84961,1,,,,t,2026-06-28 01:34:41.878902,
84962,1,,,,t,2026-06-28 01:34:41.882178,
84963,1,,,,t,2026-06-28 01:34:41.88468,
84964,1,,,,t,2026-06-28 01:34:41.887502,
84965,1,,,,t,2026-06-28 01:34:41.891332,
84966,1,,,,t,2026-06-28 01:34:41.895722,
84967,1,,,,t,2026-06-28 01:34:41.89863,
84968,1,,,,t,2026-06-28 01:34:41.901675,
84969,1,,,,t,2026-06-28 01:34:41.905247,
84970,1,,,,t,2026-06-28 01:34:41.909428,
84971,1,,,,t,2026-06-28 01:34:41.914692,
84972,1,,,,t,2026-06-28 01:34:41.918478,
84973,1,,,,t,2026-06-28 01:34:41.921108,
84974,1,,,,t,2026-06-28 01:34:41.927787,
84975,1,,,,t,2026-06-28 01:34:41.931938,
84976,1,,,,t,2026-06-28 01:34:41.935866,
84977,1,,,,t,2026-06-28 01:34:41.938878,
84978,1,,,,t,2026-06-28 01:34:41.946616,
84979,1,,,,t,2026-06-28 01:34:41.951516,
84980,1,,,,t,2026-06-28 01:34:41.954014,
84981,1,,,,t,2026-06-28 01:34:41.9587,
84982,1,,,,t,2026-06-28 01:34:41.963582,
84983,1,,,,t,2026-06-28 01:34:41.967724,
84984,1,,,,t,2026-06-28 01:34:41.977185,
84985,1,,,,t,2026-06-28 01:34:41.983568,
84986,1,,,,t,2026-06-28 01:34:41.995629,
84987,1,,,,t,2026-06-28 01:34:42.000062,
84988,1,,,,t,2026-06-28 01:34:42.003959,
84989,1,,,,t,2026-06-28 01:34:42.008687,
84990,1,,,,t,2026-06-28 01:34:42.011991,
84991,1,,,,t,2026-06-28 01:34:42.015451,
84992,1,,,,t,2026-06-28 01:34:42.019027,
84993,1,,,,t,2026-06-28 01:34:42.024818,
84994,1,,,,t,2026-06-28 01:34:42.028573,
84995,1,,,,t,2026-06-28 01:34:42.031393,
84996,1,,,,t,2026-06-28 01:34:42.03649,
84997,1,,,,t,2026-06-28 01:34:42.040058,
84998,1,,,,t,2026-06-28 01:34:42.043797,
84999,1,,,,t,2026-06-28 01:34:42.047025,
85000,1,,,,t,2026-06-28 01:34:42.049986,
85001,1,,,,t,2026-06-28 01:34:42.053209,
85002,1,,,,t,2026-06-28 01:34:42.057248,
85003,1,,,,t,2026-06-28 01:34:42.060438,
85004,1,,,,t,2026-06-28 01:34:42.062388,
85005,1,,,,t,2026-06-28 01:34:42.06491,
85006,1,,,,t,2026-06-28 01:34:42.067928,
85007,1,,,,t,2026-06-28 01:34:42.071762,
85008,1,,,,t,2026-06-28 01:34:42.074658,
85009,1,,,,t,2026-06-28 01:34:42.078941,
85010,1,,,,t,2026-06-28 01:34:42.081489,
85011,1,,,,t,2026-06-28 01:34:42.084553,
85012,1,,,,t,2026-06-28 01:34:42.088263,
85013,1,,,,t,2026-06-28 01:34:42.091076,
85014,1,,,,t,2026-06-28 01:34:42.094312,
85015,1,,,,t,2026-06-28 01:34:42.097879,
85016,1,,,,t,2026-06-28 01:34:42.100637,
85017,1,,,,t,2026-06-28 01:34:42.103466,
85018,1,,,,t,2026-06-28 01:34:42.106957,
85019,1,,,,t,2026-06-28 01:34:42.109865,
85020,1,,,,t,2026-06-28 01:34:42.113821,
85021,1,,,,t,2026-06-28 01:34:42.116129,
85022,1,,,,t,2026-06-28 01:34:42.118917,
85023,1,,,,t,2026-06-28 01:34:42.122294,
85024,1,,,,t,2026-06-28 01:34:42.142642,
85025,1,,,,t,2026-06-28 01:34:42.146037,
85026,1,,,,t,2026-06-28 01:34:42.148724,
85027,1,,,,t,2026-06-28 01:34:42.151507,
85028,1,,,,t,2026-06-28 01:34:42.153872,
85029,1,,,,t,2026-06-28 01:34:42.156833,
85030,1,,,,t,2026-06-28 01:34:42.159087,
85031,1,,,,t,2026-06-28 01:34:42.162269,
85032,1,,,,t,2026-06-28 01:34:42.164673,
85033,1,,,,t,2026-06-28 01:34:42.1666,
85034,1,,,,t,2026-06-28 01:34:42.169628,
85035,1,,,,t,2026-06-28 01:34:42.174724,
85036,1,,,,t,2026-06-28 01:34:42.180393,
85037,1,,,,t,2026-06-28 01:34:42.186424,
85038,1,,,,t,2026-06-28 01:34:42.191903,
85039,1,,,,t,2026-06-28 01:34:42.197527,
85040,1,,,,t,2026-06-28 01:34:42.20207,
85041,1,,,,t,2026-06-28 01:34:42.2088,
85042,1,,,,t,2026-06-28 01:34:42.213813,
85043,1,,,,t,2026-06-28 01:34:42.218183,
85044,1,,,,t,2026-06-28 01:34:42.226087,
85045,1,,,,t,2026-06-28 01:34:42.230993,
85046,1,,,,t,2026-06-28 01:34:42.233667,
85047,1,,,,t,2026-06-28 01:34:42.237825,
85048,1,,,,t,2026-06-28 01:34:42.242113,
85049,1,,,,t,2026-06-28 01:34:42.245221,
85050,1,,,,t,2026-06-28 01:34:42.248216,
85051,1,,,,t,2026-06-28 01:34:42.250902,
85052,1,,,,t,2026-06-28 01:34:42.254822,
85053,1,,,,t,2026-06-28 01:34:42.261868,
85054,1,,,,t,2026-06-28 01:34:42.264514,
85055,1,,,,t,2026-06-28 01:34:42.269511,
85056,1,,,,t,2026-06-28 01:34:42.273611,
85057,1,,,,t,2026-06-28 01:34:42.280304,
85058,1,,,,t,2026-06-28 01:34:43.196995,
85059,1,,,,t,2026-06-28 01:34:43.203644,
85060,1,,,,t,2026-06-28 01:34:43.208633,
85061,1,,,,t,2026-06-28 01:34:43.211541,
85062,1,,,,t,2026-06-28 01:34:43.215014,
85063,1,,,,t,2026-06-28 01:34:43.217804,
85064,1,,,,t,2026-06-28 01:34:43.221675,
85065,1,,,,t,2026-06-28 01:34:43.224917,
85066,1,,,,t,2026-06-28 01:34:43.228177,
85067,1,,,,t,2026-06-28 01:34:43.232432,
85068,1,,,,t,2026-06-28 01:34:43.236361,
85069,1,,,,t,2026-06-28 01:34:43.248957,
85070,1,,,,t,2026-06-28 01:34:43.255676,
85071,1,,,,t,2026-06-28 01:34:43.262537,
85072,1,,,,t,2026-06-28 01:34:43.268245,
85073,1,,,,t,2026-06-28 01:34:43.275014,
85074,1,,,,t,2026-06-28 01:34:43.281019,
85075,1,,,,t,2026-06-28 01:34:43.288469,
85076,1,,,,t,2026-06-28 01:34:43.294256,
85077,1,,,,t,2026-06-28 01:34:43.301051,
85078,1,,,,t,2026-06-28 01:34:43.305709,
85079,1,,,,t,2026-06-28 01:34:43.311952,
85080,1,,,,t,2026-06-28 01:34:43.334221,
85081,1,,,,t,2026-06-28 01:34:43.340509,
85082,1,,,,t,2026-06-28 01:34:43.34575,
85083,1,,,,t,2026-06-28 01:34:43.351837,
85084,1,,,,t,2026-06-28 01:34:43.357933,
85085,1,,,,t,2026-06-28 01:34:43.362731,
85086,1,,,,t,2026-06-28 01:34:43.367177,
85087,1,,,,t,2026-06-28 01:34:43.374284,
85088,1,,,,t,2026-06-28 01:34:43.379714,
85089,1,,,,t,2026-06-28 01:34:43.384255,
85090,1,,,,t,2026-06-28 01:34:43.391104,
85091,1,,,,t,2026-06-28 01:34:43.396499,
85092,1,,,,t,2026-06-28 01:34:43.402851,
85093,1,,,,t,2026-06-28 01:34:43.40961,
85094,1,,,,t,2026-06-28 01:34:43.414251,
85095,1,,,,t,2026-06-28 01:34:43.425745,
85096,1,,,,t,2026-06-28 01:34:43.430623,
85097,1,,,,t,2026-06-28 01:34:43.435541,
85098,1,,,,t,2026-06-28 01:34:43.441861,
85099,1,,,,t,2026-06-28 01:34:43.446987,
85100,1,,,,t,2026-06-28 01:34:43.452329,
85101,1,,,,t,2026-06-28 01:34:43.458213,
85102,1,,,,t,2026-06-28 01:34:43.463292,
85103,1,,,,t,2026-06-28 01:34:43.46795,
85104,1,,,,t,2026-06-28 01:34:43.473448,
85105,1,,,,t,2026-06-28 01:34:43.477921,
85106,1,,,,t,2026-06-28 01:34:43.480947,
85107,1,,,,t,2026-06-28 01:34:43.485855,
85108,1,,,,t,2026-06-28 01:34:43.491168,
85109,1,,,,t,2026-06-28 01:34:43.497595,
85110,1,,,,t,2026-06-28 01:34:43.505456,
85111,1,,,,t,2026-06-28 01:34:43.51493,
85112,1,,,,t,2026-06-28 01:34:43.526767,
85113,1,,,,t,2026-06-28 01:34:43.535545,
85114,1,,,,t,2026-06-28 01:34:43.541742,
85115,1,,,,t,2026-06-28 01:34:43.54654,
85116,1,,,,t,2026-06-28 01:34:43.551021,
85117,1,,,,t,2026-06-28 01:34:43.556417,
85118,1,,,,t,2026-06-28 01:34:43.560222,
85119,1,,,,t,2026-06-28 01:34:43.565283,
85120,1,,,,t,2026-06-28 01:34:43.570332,
85121,1,,,,t,2026-06-28 01:34:43.57418,
85122,1,,,,t,2026-06-28 01:34:43.578343,
85123,1,,,,t,2026-06-28 01:34:43.581123,
85124,1,,,,t,2026-06-28 01:34:43.589974,
85125,1,,,,t,2026-06-28 01:34:43.594254,
85126,1,,,,t,2026-06-28 01:34:43.597107,
85127,1,,,,t,2026-06-28 01:34:43.600976,
85128,1,,,,t,2026-06-28 01:34:43.604526,
85129,1,,,,t,2026-06-28 01:34:43.607999,
85130,1,,,,t,2026-06-28 01:34:43.610592,
85131,1,,,,t,2026-06-28 01:34:43.614251,
85132,1,,,,t,2026-06-28 01:34:43.618768,
85133,1,,,,t,2026-06-28 01:34:43.624666,
85134,1,,,,t,2026-06-28 01:34:43.627764,
85135,1,,,,t,2026-06-28 01:34:43.631107,
85136,1,,,,t,2026-06-28 01:34:43.635181,
85137,1,,,,t,2026-06-28 01:34:43.638863,
85138,1,,,,t,2026-06-28 01:34:43.642881,
85139,1,,,,t,2026-06-28 01:34:43.646126,
85140,1,,,,t,2026-06-28 01:34:43.650475,
85141,1,,,,t,2026-06-28 01:34:43.655446,
85142,1,,,,t,2026-06-28 01:34:43.659057,
85143,1,,,,t,2026-06-28 01:34:43.663111,
85144,1,,,,t,2026-06-28 01:34:43.666,
85145,1,,,,t,2026-06-28 01:34:43.670103,
85146,1,,,,t,2026-06-28 01:34:43.674116,
85147,1,,,,t,2026-06-28 01:34:43.677492,
85148,1,,,,t,2026-06-28 01:34:43.681684,
85149,1,,,,t,2026-06-28 01:34:43.685507,
85150,1,,,,t,2026-06-28 01:34:43.68825,
85151,1,,,,t,2026-06-28 01:34:43.691976,
85152,1,,,,t,2026-06-28 01:34:43.69799,
85153,1,,,,t,2026-06-28 01:34:43.702278,
85154,1,,,,t,2026-06-28 01:34:43.706872,
85155,1,,,,t,2026-06-28 01:34:43.711599,
85156,1,,,,t,2026-06-28 01:34:43.714854,
85157,1,,,,t,2026-06-28 01:34:43.718523,
85158,1,,,,t,2026-06-28 01:34:44.995873,
85159,1,,,,t,2026-06-28 01:34:44.999765,
85160,1,,,,t,2026-06-28 01:34:45.003688,
85161,1,,,,t,2026-06-28 01:34:45.006752,
85162,1,,,,t,2026-06-28 01:34:45.010375,
85163,1,,,,t,2026-06-28 01:34:45.012775,
85164,1,,,,t,2026-06-28 01:34:45.01522,
85165,1,,,,t,2026-06-28 01:34:45.020494,
85166,1,,,,t,2026-06-28 01:34:45.023443,
85167,1,,,,t,2026-06-28 01:34:45.026717,
85168,1,,,,t,2026-06-28 01:34:45.030012,
85169,1,,,,t,2026-06-28 01:34:45.033456,
85170,1,,,,t,2026-06-28 01:34:45.037223,
85171,1,,,,t,2026-06-28 01:34:45.040864,
85172,1,,,,t,2026-06-28 01:34:45.044008,
85173,1,,,,t,2026-06-28 01:34:45.047313,
85174,1,,,,t,2026-06-28 01:34:45.050911,
85175,1,,,,t,2026-06-28 01:34:45.055447,
85176,1,,,,t,2026-06-28 01:34:45.058924,
85177,1,,,,t,2026-06-28 01:34:45.063481,
85178,1,,,,t,2026-06-28 01:34:45.066967,
85179,1,,,,t,2026-06-28 01:34:45.071842,
85180,1,,,,t,2026-06-28 01:34:45.074629,
85181,1,,,,t,2026-06-28 01:34:45.077844,
85182,1,,,,t,2026-06-28 01:34:45.080616,
85183,1,,,,t,2026-06-28 01:34:45.083997,
85184,1,,,,t,2026-06-28 01:34:45.089096,
85185,1,,,,t,2026-06-28 01:34:45.092272,
85186,1,,,,t,2026-06-28 01:34:45.094861,
85187,1,,,,t,2026-06-28 01:34:45.098122,
85188,1,,,,t,2026-06-28 01:34:45.102495,
85189,1,,,,t,2026-06-28 01:34:45.105949,
85190,1,,,,t,2026-06-28 01:34:45.109295,
85191,1,,,,t,2026-06-28 01:34:45.113197,
85192,1,,,,t,2026-06-28 01:34:45.116068,
85193,1,,,,t,2026-06-28 01:34:45.120115,
85194,1,,,,t,2026-06-28 01:34:45.124251,
85195,1,,,,t,2026-06-28 01:34:45.127354,
85196,1,,,,t,2026-06-28 01:34:45.130106,
85197,1,,,,t,2026-06-28 01:34:45.133364,
85198,1,,,,t,2026-06-28 01:34:45.135117,
85199,1,,,,t,2026-06-28 01:34:45.137705,
85200,1,,,,t,2026-06-28 01:34:45.140706,
85201,1,,,,t,2026-06-28 01:34:45.142925,
85202,1,,,,t,2026-06-28 01:34:45.145185,
85203,1,,,,t,2026-06-28 01:34:45.148275,
85204,1,,,,t,2026-06-28 01:34:45.150678,
85205,1,,,,t,2026-06-28 01:34:45.154379,
85206,1,,,,t,2026-06-28 01:34:45.156603,
85207,1,,,,t,2026-06-28 01:34:45.158913,
85208,1,,,,t,2026-06-28 01:34:45.161479,
85209,1,,,,t,2026-06-28 01:34:45.163427,
85210,1,,,,t,2026-06-28 01:34:45.166007,
85211,1,,,,t,2026-06-28 01:34:45.170853,
85212,1,,,,t,2026-06-28 01:34:45.172905,
85213,1,,,,t,2026-06-28 01:34:45.175481,
85214,1,,,,t,2026-06-28 01:34:45.178274,
85215,1,,,,t,2026-06-28 01:34:45.181029,
85216,1,,,,t,2026-06-28 01:34:45.183416,
85217,1,,,,t,2026-06-28 01:34:45.185888,
85218,1,,,,t,2026-06-28 01:34:45.188176,
85219,1,,,,t,2026-06-28 01:34:45.19047,
85220,1,,,,t,2026-06-28 01:34:45.193278,
85221,1,,,,t,2026-06-28 01:34:45.197328,
85222,1,,,,t,2026-06-28 01:34:45.205233,
85223,1,,,,t,2026-06-28 01:34:45.210715,
85224,1,,,,t,2026-06-28 01:34:45.217833,
85225,1,,,,t,2026-06-28 01:34:45.224235,
85226,1,,,,t,2026-06-28 01:34:45.227714,
85227,1,,,,t,2026-06-28 01:34:45.230923,
85228,1,,,,t,2026-06-28 01:34:45.233878,
85229,1,,,,t,2026-06-28 01:34:45.240598,
85230,1,,,,t,2026-06-28 01:34:45.242952,
85231,1,,,,t,2026-06-28 01:34:45.248475,
85232,1,,,,t,2026-06-28 01:34:45.251693,
85233,1,,,,t,2026-06-28 01:34:45.255536,
85234,1,,,,t,2026-06-28 01:34:45.258283,
85235,1,,,,t,2026-06-28 01:34:45.261531,
85236,1,,,,t,2026-06-28 01:34:45.26435,
85237,1,,,,t,2026-06-28 01:34:45.275561,
85238,1,,,,t,2026-06-28 01:34:45.304327,
85239,1,,,,t,2026-06-28 01:34:45.309432,
85240,1,,,,t,2026-06-28 01:34:45.34438,
85241,1,,,,t,2026-06-28 01:34:45.358687,
85242,1,,,,t,2026-06-28 01:34:45.364641,
85243,1,,,,t,2026-06-28 01:34:45.367502,
85244,1,,,,t,2026-06-28 01:34:45.388304,
85245,1,,,,t,2026-06-28 01:34:45.393231,
85246,1,,,,t,2026-06-28 01:34:45.39611,
85247,1,,,,t,2026-06-28 01:34:45.39988,
85248,1,,,,t,2026-06-28 01:34:45.406033,
85249,1,,,,t,2026-06-28 01:34:45.408676,
85250,1,,,,t,2026-06-28 01:34:45.413314,
85251,1,,,,t,2026-06-28 01:34:45.418713,
85252,1,,,,t,2026-06-28 01:34:45.421525,
85253,1,,,,t,2026-06-28 01:34:45.426186,
85254,1,,,,t,2026-06-28 01:34:45.428982,
85255,1,,,,t,2026-06-28 01:34:45.432985,
85256,1,,,,t,2026-06-28 01:34:45.435661,
85257,1,,,,t,2026-06-28 01:34:45.438346,
85258,1,,,,t,2026-06-28 01:34:46.236983,
85259,1,,,,t,2026-06-28 01:34:46.242919,
85260,1,,,,t,2026-06-28 01:34:46.246363,
85261,1,,,,t,2026-06-28 01:34:46.250357,
85262,1,,,,t,2026-06-28 01:34:46.258621,
85263,1,,,,t,2026-06-28 01:34:46.262058,
85264,1,,,,t,2026-06-28 01:34:46.273299,
85265,1,,,,t,2026-06-28 01:34:46.281984,
85266,1,,,,t,2026-06-28 01:34:46.285241,
85267,1,,,,t,2026-06-28 01:34:46.292822,
85268,1,,,,t,2026-06-28 01:34:46.29595,
85269,1,,,,t,2026-06-28 01:34:46.299197,
85270,1,,,,t,2026-06-28 01:34:46.302461,
85271,1,,,,t,2026-06-28 01:34:46.305938,
85272,1,,,,t,2026-06-28 01:34:46.308559,
85273,1,,,,t,2026-06-28 01:34:46.311253,
85274,1,,,,t,2026-06-28 01:34:46.312695,
85275,1,,,,t,2026-06-28 01:34:46.318789,
85276,1,,,,t,2026-06-28 01:34:46.323127,
85277,1,,,,t,2026-06-28 01:34:46.325761,
85278,1,,,,t,2026-06-28 01:34:46.329135,
85279,1,,,,t,2026-06-28 01:34:46.332501,
85280,1,,,,t,2026-06-28 01:34:46.336752,
85281,1,,,,t,2026-06-28 01:34:46.33947,
85282,1,,,,t,2026-06-28 01:34:46.341012,
85283,1,,,,t,2026-06-28 01:34:46.347391,
85284,1,,,,t,2026-06-28 01:34:46.351523,
85285,1,,,,t,2026-06-28 01:34:46.356521,
85286,1,,,,t,2026-06-28 01:34:46.358516,
85287,1,,,,t,2026-06-28 01:34:46.360381,
85288,1,,,,t,2026-06-28 01:34:46.362414,
85289,1,,,,t,2026-06-28 01:34:46.371192,
85290,1,,,,t,2026-06-28 01:34:46.373888,
85291,1,,,,t,2026-06-28 01:34:46.375917,
85292,1,,,,t,2026-06-28 01:34:46.377253,
85293,1,,,,t,2026-06-28 01:34:46.382508,
85294,1,,,,t,2026-06-28 01:34:46.387763,
85295,1,,,,t,2026-06-28 01:34:46.390855,
85296,1,,,,t,2026-06-28 01:34:46.39763,
85297,1,,,,t,2026-06-28 01:34:46.402368,
85298,1,,,,t,2026-06-28 01:34:46.405919,
85299,1,,,,t,2026-06-28 01:34:46.408229,
85300,1,,,,t,2026-06-28 01:34:46.412881,
85301,1,,,,t,2026-06-28 01:34:46.414126,
85302,1,,,,t,2026-06-28 01:34:46.418004,
85303,1,,,,t,2026-06-28 01:34:46.420574,
85304,1,,,,t,2026-06-28 01:34:46.424295,
85305,1,,,,t,2026-06-28 01:34:46.427182,
85306,1,,,,t,2026-06-28 01:34:46.430838,
85307,1,,,,t,2026-06-28 01:34:46.442331,
85308,1,,,,t,2026-06-28 01:34:46.44639,
85309,1,,,,t,2026-06-28 01:34:46.449674,
85310,1,,,,t,2026-06-28 01:34:46.452641,
85311,1,,,,t,2026-06-28 01:34:46.455157,
85312,1,,,,t,2026-06-28 01:34:46.457937,
85313,1,,,,t,2026-06-28 01:34:46.459827,
85314,1,,,,t,2026-06-28 01:34:46.461826,
85315,1,,,,t,2026-06-28 01:34:46.463798,
85316,1,,,,t,2026-06-28 01:34:46.465121,
85317,1,,,,t,2026-06-28 01:34:46.471386,
85318,1,,,,t,2026-06-28 01:34:46.473643,
85319,1,,,,t,2026-06-28 01:34:46.477198,
85320,1,,,,t,2026-06-28 01:34:46.480288,
85321,1,,,,t,2026-06-28 01:34:46.483358,
85322,1,,,,t,2026-06-28 01:34:46.486437,
85323,1,,,,t,2026-06-28 01:34:46.489326,
85324,1,,,,t,2026-06-28 01:34:46.492085,
85325,1,,,,t,2026-06-28 01:34:46.494302,
85326,1,,,,t,2026-06-28 01:34:46.496686,
85327,1,,,,t,2026-06-28 01:34:46.501111,
85328,1,,,,t,2026-06-28 01:34:46.504455,
85329,1,,,,t,2026-06-28 01:34:46.507422,
85330,1,,,,t,2026-06-28 01:34:46.510641,
85331,1,,,,t,2026-06-28 01:34:46.512014,
85332,1,,,,t,2026-06-28 01:34:46.514409,
85333,1,,,,t,2026-06-28 01:34:46.517223,
85334,1,,,,t,2026-06-28 01:34:46.522313,
85335,1,,,,t,2026-06-28 01:34:46.52677,
85336,1,,,,t,2026-06-28 01:34:46.52941,
85337,1,,,,t,2026-06-28 01:34:46.53373,
85338,1,,,,t,2026-06-28 01:34:46.538128,
85339,1,,,,t,2026-06-28 01:34:46.540127,
85340,1,,,,t,2026-06-28 01:34:46.542581,
85341,1,,,,t,2026-06-28 01:34:46.547375,
85342,1,,,,t,2026-06-28 01:34:46.555536,
85343,1,,,,t,2026-06-28 01:34:46.560562,
85344,1,,,,t,2026-06-28 01:34:46.563907,
85345,1,,,,t,2026-06-28 01:34:46.567231,
85346,1,,,,t,2026-06-28 01:34:46.570231,
85347,1,,,,t,2026-06-28 01:34:46.573496,
85348,1,,,,t,2026-06-28 01:34:46.576282,
85349,1,,,,t,2026-06-28 01:34:46.581792,
85350,1,,,,t,2026-06-28 01:34:46.588624,
85351,1,,,,t,2026-06-28 01:34:46.591616,
85352,1,,,,t,2026-06-28 01:34:46.595021,
85353,1,,,,t,2026-06-28 01:34:46.598504,
85354,1,,,,t,2026-06-28 01:34:46.602518,
85355,1,,,,t,2026-06-28 01:34:46.60531,
85356,1,,,,t,2026-06-28 01:34:46.607556,
85357,1,,,,t,2026-06-28 01:34:46.615095,
85358,1,,,,t,2026-06-28 01:34:47.307217,
85359,1,,,,t,2026-06-28 01:34:47.310198,
85360,1,,,,t,2026-06-28 01:34:47.313207,
85361,1,,,,t,2026-06-28 01:34:47.314951,
85362,1,,,,t,2026-06-28 01:34:47.319201,
85363,1,,,,t,2026-06-28 01:34:47.322774,
85364,1,,,,t,2026-06-28 01:34:47.325532,
85365,1,,,,t,2026-06-28 01:34:47.330255,
85366,1,,,,t,2026-06-28 01:34:47.338019,
85367,1,,,,t,2026-06-28 01:34:47.342618,
85368,1,,,,t,2026-06-28 01:34:47.34523,
85369,1,,,,t,2026-06-28 01:34:47.349475,
85370,1,,,,t,2026-06-28 01:34:47.352704,
85371,1,,,,t,2026-06-28 01:34:47.354949,
